10.000000	3.207
10.072464	3.207
10.145453	3.207
10.218971	3.207
10.293022	3.207
10.367610	3.207
10.442738	3.207
10.518410	3.207
10.594631	3.207
10.671404	3.207
10.748733	3.207
10.826623	3.207
10.905077	3.207
10.984100	3.207
11.063695	3.207
11.143867	3.207
11.224620	3.207
11.305959	3.207
11.387886	3.207
11.470408	3.207
11.553527	3.207
11.637249	3.207
11.721577	3.207
11.806516	3.207
11.892071	3.207
11.978246	3.207
12.065045	3.207
12.152474	3.207
12.240535	3.207
12.329235	3.207
12.418578	3.207
12.508568	3.207
12.599210	3.207
12.690510	3.207
12.782470	3.207
12.875097	3.207
12.968396	3.207
13.062370	3.207
13.157025	3.207
13.252366	3.207
13.348399	3.207
13.445127	3.207
13.542555	3.207
13.640690	3.207
13.739536	3.207
13.839099	3.207
13.939383	3.207
14.040393	3.207
14.142136	3.207
14.244615	3.207
14.347838	3.207
14.451808	3.207
14.556532	3.207
14.662014	3.207
14.768261	3.207
14.875278	3.207
14.983071	3.207
15.091644	3.207
15.201005	3.207
15.311157	3.207
15.422108	3.207
15.533863	3.207
15.646428	3.207
15.759808	3.207
15.874011	3.207
15.989040	3.207
16.104903	3.207
16.221606	3.207
16.339155	3.207
16.457555	3.207
16.576813	3.207
16.696935	3.207
16.817928	3.207
16.939798	3.207
17.062551	3.207
17.186193	3.207
17.310731	3.207
17.436172	3.207
17.562522	3.208
17.689787	3.208
17.817974	3.208
17.947091	3.208
18.077143	3.208
18.208137	3.208
18.340081	3.208
18.472981	3.208
18.606843	3.208
18.741676	3.208
18.877486	3.208
19.014280	3.208
19.152066	3.208
19.290849	3.208
19.430639	3.208
19.571441	3.208
19.713264	3.208
19.856114	3.208
20.000000	3.208
20.144928	3.209
20.290907	3.209
20.437943	3.211
20.586045	3.212
20.735220	3.214
20.885476	3.217
21.036820	3.220
21.189262	3.223
21.342808	3.226
21.497467	3.229
21.653246	3.233
21.810155	3.236
21.968200	3.240
22.127391	3.244
22.287735	3.248
22.449241	3.252
22.611917	3.256
22.775773	3.260
22.940815	3.264
23.107054	3.268
23.274497	3.272
23.443154	3.277
23.613033	3.281
23.784142	3.285
23.956492	3.289
24.130091	3.293
24.304947	3.297
24.481071	3.300
24.658471	3.303
24.837156	3.306
25.017137	3.309
25.198421	3.311
25.381019	3.314
25.564940	3.317
25.750195	3.319
25.936791	3.322
26.124740	3.324
26.314050	3.327
26.504733	3.330
26.696797	3.332
26.890253	3.335
27.085111	3.338
27.281381	3.340
27.479073	3.342
27.678198	3.345
27.878765	3.347
28.080786	3.350
28.284271	3.352
28.489231	3.354
28.695675	3.356
28.903616	3.358
29.113064	3.360
29.324029	3.362
29.536523	3.364
29.750557	3.367
29.966142	3.369
30.183289	3.370
30.402009	3.372
30.622315	3.374
30.844217	3.375
31.067726	3.376
31.292856	3.378
31.519617	3.379
31.748021	3.380
31.978080	3.381
32.209807	3.382
32.443212	3.383
32.678309	3.384
32.915110	3.384
33.153626	3.385
33.393871	3.385
33.635857	3.386
33.879596	3.387
34.125101	3.387
34.372386	3.387
34.621462	3.388
34.872344	3.388
35.125043	3.389
35.379574	3.390
35.635949	3.391
35.894182	3.391
36.154286	3.392
36.416274	3.393
36.680162	3.394
36.945961	3.396
37.213687	3.397
37.483353	3.398
37.754973	3.399
38.028561	3.401
38.304131	3.402
38.581699	3.403
38.861278	3.405
39.142882	3.406
39.426528	3.408
39.712229	3.409
40.000000	3.411
40.289856	3.412
40.581813	3.414
40.875886	3.415
41.172089	3.416
41.470439	3.418
41.770951	3.419
42.073641	3.421
42.378524	3.422
42.685616	3.424
42.994934	3.425
43.306493	3.427
43.620309	3.429
43.936400	3.430
44.254781	3.432
44.575470	3.433
44.898482	3.435
45.223835	3.436
45.551545	3.438
45.881631	3.439
46.214108	3.441
46.548994	3.442
46.886308	3.443
47.226065	3.444
47.568285	3.446
47.912984	3.447
48.260181	3.448
48.609894	3.448
48.962142	3.449
49.316942	3.449
49.674312	3.450
50.034273	3.450
50.396842	3.451
50.762038	3.451
51.129881	3.451
51.500389	3.452
51.873582	3.452
52.249480	3.452
52.628101	3.452
53.009466	3.452
53.393594	3.452
53.780506	3.452
54.170222	3.453
54.562762	3.454
54.958146	3.454
55.356395	3.455
55.757531	3.455
56.161573	3.456
56.568542	3.456
56.978461	3.456
57.391351	3.457
57.807232	3.457
58.226127	3.458
58.648058	3.458
59.073046	3.459
59.501113	3.459
59.932283	3.460
60.366577	3.460
60.804018	3.460
61.244629	3.461
61.688433	3.462
62.135453	3.462
62.585712	3.463
63.039234	3.464
63.496042	3.464
63.956161	3.465
64.419613	3.465
64.886424	3.466
65.356618	3.466
65.830219	3.466
66.307252	3.467
66.787742	3.467
67.271713	3.467
67.759192	3.468
68.250203	3.468
68.744772	3.468
69.242925	3.469
69.744688	3.469
70.250086	3.469
70.759147	3.469
71.271897	3.469
71.788363	3.469
72.308571	3.470
72.832549	3.470
73.360323	3.470
73.891923	3.471
74.427374	3.471
74.966705	3.470
75.509945	3.469
76.057121	3.467
76.608262	3.466
77.163398	3.464
77.722555	3.462
78.285765	3.460
78.853056	3.459
79.424458	3.457
80.000000	3.455
80.579713	3.453
81.163627	3.452
81.751772	3.450
82.344179	3.448
82.940879	3.446
83.541903	3.445
84.147282	3.443
84.757048	3.442
85.371232	3.440
85.989867	3.439
86.612985	3.437
87.240619	3.436
87.872800	3.434
88.509563	3.433
89.150939	3.431
89.796964	3.430
90.447670	3.428
91.103091	3.427
91.763261	3.425
92.428216	3.424
93.097989	3.423
93.772615	3.422
94.452130	3.421
95.136569	3.419
95.825968	3.418
96.520362	3.417
97.219789	3.416
97.924283	3.414
98.633883	3.413
99.348625	3.411
100.068546	3.410
100.793684	3.408
101.524077	3.406
102.259762	3.405
103.000778	3.403
103.747164	3.401
104.498959	3.399
105.256202	3.397
106.018931	3.395
106.787188	3.393
107.561012	3.390
108.340444	3.388
109.125523	3.386
109.916292	3.383
110.712791	3.381
111.515061	3.378
112.323145	3.375
113.137085	3.373
113.956923	3.370
114.782702	3.367
115.614465	3.364
116.452255	3.361
117.296116	3.358
118.146092	3.355
119.002227	3.352
119.864566	3.349
120.733154	3.346
121.608036	3.343
122.489258	3.340
123.376866	3.337
124.270906	3.334
125.171424	3.331
126.078468	3.328
126.992084	3.325
127.912321	3.323
128.839227	3.320
129.772849	3.318
130.713236	3.316
131.660438	3.314
132.614504	3.312
133.575483	3.310
134.543426	3.308
135.518384	3.306
136.500406	3.304
137.489544	3.303
138.485850	3.301
139.489375	3.299
140.500173	3.297
141.518295	3.295
142.543795	3.293
143.576726	3.292
144.617142	3.290
145.665098	3.287
146.720647	3.285
147.783845	3.283
148.854748	3.281
149.933411	3.279
151.019890	3.277
152.114242	3.275
153.216525	3.273
154.326795	3.271
155.445111	3.269
156.571530	3.267
157.706112	3.265
158.848915	3.263
160.000000	3.261
161.159426	3.259
162.327254	3.257
163.503544	3.256
164.688358	3.255
165.881758	3.253
167.083805	3.252
168.294563	3.251
169.514095	3.250
170.742464	3.250
171.979734	3.250
173.225970	3.250
174.481237	3.250
175.745600	3.250
177.019125	3.250
178.301879	3.251
179.593928	3.252
180.895339	3.253
182.206182	3.255
183.526523	3.257
184.856431	3.258
186.195977	3.260
187.545230	3.262
188.904260	3.264
190.273138	3.266
191.651936	3.269
193.040725	3.271
194.439578	3.274
195.848567	3.277
197.267766	3.279
198.697250	3.282
200.137092	3.284
201.587368	3.287
203.048153	3.290
204.519524	3.292
206.001557	3.295
207.494329	3.298
208.997918	3.300
210.512403	3.303
212.037863	3.305
213.574377	3.307
215.122025	3.309
216.680888	3.311
218.251047	3.314
219.832584	3.316
221.425581	3.318
223.030122	3.321
224.646290	3.323
226.274170	3.326
227.913846	3.329
229.565404	3.333
231.228929	3.336
232.904509	3.340
234.592231	3.344
236.292183	3.348
238.004454	3.353
239.729132	3.359
241.466308	3.364
243.216073	3.370
244.978517	3.376
246.753732	3.383
248.541811	3.390
250.342848	3.397
252.156935	3.405
253.984168	3.413
255.824642	3.421
257.678453	3.430
259.545697	3.440
261.426473	3.450
263.320877	3.460
265.229008	3.471
267.150967	3.482
269.086853	3.493
271.036767	3.505
273.000811	3.517
274.979088	3.530
276.971700	3.543
278.978751	3.556
281.000346	3.570
283.036590	3.584
285.087590	3.598
287.153452	3.612
289.234284	3.626
291.330195	3.641
293.441294	3.656
295.567690	3.671
297.709496	3.687
299.866821	3.702
302.039780	3.718
304.228485	3.733
306.433050	3.749
308.653590	3.765
310.890221	3.780
313.143060	3.796
315.412224	3.812
317.697831	3.828
320.000000	3.844
322.318852	3.860
324.654507	3.876
327.007088	3.892
329.376716	3.908
331.763515	3.925
334.167610	3.941
336.589127	3.958
339.028190	3.974
341.484928	3.990
343.959469	4.007
346.451941	4.023
348.962474	4.040
351.491200	4.056
354.038251	4.073
356.603758	4.089
359.187855	4.106
361.790679	4.122
364.412363	4.138
367.053045	4.154
369.712863	4.170
372.391955	4.185
375.090460	4.201
377.808521	4.216
380.546277	4.231
383.303872	4.246
386.081450	4.261
388.879155	4.276
391.697134	4.290
394.535533	4.304
397.394500	4.318
400.274184	4.331
403.174736	4.343
406.096306	4.355
409.039048	4.367
412.003113	4.378
414.988657	4.388
417.995836	4.397
421.024807	4.406
424.075726	4.415
427.148753	4.422
430.244049	4.429
433.361775	4.434
436.502093	4.439
439.665167	4.443
442.851162	4.446
446.060244	4.448
449.292581	4.450
452.548340	4.451
455.827692	4.452
459.130807	4.452
462.457858	4.451
465.809019	4.449
469.184463	4.447
472.584367	4.444
476.008908	4.440
479.458265	4.436
482.932617	4.432
486.432146	4.427
489.957033	4.422
493.507464	4.417
497.083623	4.411
500.685695	4.406
504.313870	4.399
507.968337	4.393
511.649285	4.386
515.356906	4.379
519.091395	4.371
522.852945	4.363
526.641753	4.355
530.458016	4.346
534.301934	4.338
538.173706	4.328
542.073534	4.319
546.001623	4.310
549.958175	4.300
553.943399	4.289
557.957501	4.278
562.000691	4.267
566.073180	4.255
570.175180	4.242
574.306904	4.230
578.468569	4.217
582.660390	4.203
586.882588	4.189
591.135381	4.175
595.418991	4.160
599.733643	4.145
604.079560	4.129
608.456970	4.113
612.866100	4.096
617.307180	4.080
621.780442	4.062
626.286120	4.045
630.824447	4.027
635.395661	4.009
640.000000	3.990
644.637704	3.972
649.309014	3.953
654.014175	3.934
658.753431	3.915
663.527030	3.896
668.335221	3.878
673.178253	3.859
678.056380	3.840
682.969856	3.821
687.918938	3.802
692.903882	3.784
697.924949	3.766
702.982401	3.749
708.076501	3.732
713.207515	3.715
718.375711	3.699
723.581357	3.683
728.824726	3.667
734.106091	3.652
739.425726	3.638
744.783910	3.625
750.180921	3.612
755.617041	3.600
761.092554	3.588
766.607744	3.578
772.162900	3.568
777.758310	3.559
783.394268	3.550
789.071066	3.543
794.789000	3.537
800.548368	3.531
806.349472	3.526
812.192613	3.522
818.078095	3.519
824.006226	3.517
829.977315	3.516
835.991673	3.516
842.049613	3.518
848.151452	3.520
854.297507	3.523
860.488099	3.527
866.723550	3.532
873.004186	3.538
879.330334	3.545
885.702324	3.553
892.120489	3.563
898.585161	3.573
905.096680	3.584
911.655384	3.597
918.261614	3.610
924.915716	3.625
931.618037	3.640
938.368925	3.656
945.168733	3.674
952.017816	3.693
958.916529	3.712
965.865234	3.733
972.864291	3.755
979.914067	3.778
987.014928	3.802
994.167245	3.827
1001.371391	3.852
1008.627741	3.879
1015.936673	3.907
1023.298569	3.935
1030.713812	3.965
1038.182790	3.996
1045.705890	4.027
1053.283506	4.060
1060.916032	4.093
1068.603867	4.127
1076.347412	4.163
1084.147069	4.199
1092.003245	4.236
1099.916351	4.274
1107.886798	4.313
1115.915003	4.353
1124.001383	4.393
1132.146360	4.435
1140.350359	4.477
1148.613808	4.521
1156.937137	4.566
1165.320781	4.611
1173.765175	4.658
1182.270762	4.705
1190.837983	4.754
1199.467286	4.804
1208.159120	4.854
1216.913939	4.905
1225.732199	4.957
1234.614360	5.009
1243.560885	5.062
1252.572239	5.116
1261.648894	5.171
1270.791322	5.226
1280.000000	5.282
